what,kind,bundleId,bundleVersion,description,time
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047443254
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047443255
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047443355
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047443355
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047443455
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047443455
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047443556
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047443556
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047443657
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047443657
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047443758
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047443758
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047443859
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047443859
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047443960
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047443960
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047444061
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047444061
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047444062
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047444062
error,log,,,"SOPC design not set.",1350047444214
error,log,,,"CPU module not set.",1350047444214
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047444214
error,log,,,"CPU architecture type not set. ",1350047444215
error,log,,,"CPU master group not set.",1350047444215
