what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1350046731805
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1350046733552
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046734606
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046736832
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1350046740424
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1350046740740
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046741026
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046743581
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046745010
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046745202
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1350046747004
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1350046747541
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1350046749332
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046757901
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046758321
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046773197
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046789011
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046791495
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1350046800297
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046804437
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046816721
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1350046818717
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1350046819365
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1350046819767
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1350046821057
