what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046553491
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046559760
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046592697
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1350046594779
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046595060
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046598445
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046599766
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046599978
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046632137
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046632403
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046644509
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046644691
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046652230
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046672135
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046672160
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046673258
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1350046674580
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046674855
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046677596
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046679678
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046679889
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046693195
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046693372
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046706575
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046706759
