what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1350046302156
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046302424
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046305231
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350046306332
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046306707
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046306765
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046311878
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046313356
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046317526
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046318769
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046323333
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046404407
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046405675
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046410713
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350046413016
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046414545
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046426180
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046430297
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1350046431588
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046431862
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046448713
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046451518
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046451717
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046462573
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046478390
