what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.StepOver",1350048071100
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.Resume",1350048086404
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1350048089611
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.Resume",1350048090564
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350048094488
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1350048097820
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1350048099257
activated,view,com.altera.sbtgui.launch,10.0.0.218,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1350048101376
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1350048101376
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350048102041
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350048103039
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350048152471
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350048152507
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350048153401
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1350048154868
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350048155186
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350048159550
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350048171191
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1350048173647
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350048173953
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350048174953
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350048177512
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350048226983
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350048227557
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1350048235793
