what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046824166
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046825121
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1350046825872
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1350046826231
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046826521
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046829188
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046830748
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046830947
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046834534
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046835349
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046835524
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1350046841031
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046845855
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046906336
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046906366
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046907472
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1350046908603
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046908880
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046911606
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350046912959
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350046913152
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046923170
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046931098
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046931126
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350046932149
