what,kind,bundleId,bundleVersion,description,time
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047457327
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047457327
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047457353
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047457354
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047457354
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047457354
error,log,,,"SOPC design not set.",1350047461002
error,log,,,"CPU module not set.",1350047461003
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047461003
error,log,,,"CPU architecture type not set. ",1350047461004
error,log,,,"CPU master group not set.",1350047461004
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047461005
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047461010
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047461069
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047462602
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047462639
error,log,,,"SOPC design not set.",1350047462640
error,log,,,"CPU module not set.",1350047462640
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047462641
error,log,,,"CPU architecture type not set. ",1350047462641
error,log,,,"CPU master group not set.",1350047462641
error,log,,,"SOPC design not set.",1350047462675
error,log,,,"CPU module not set.",1350047462675
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047462676
error,log,,,"CPU architecture type not set. ",1350047462676
