what,kind,bundleId,bundleVersion,description,time
error,log,,,"SOPC design not set.",1350047455129
error,log,,,"CPU module not set.",1350047455130
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047455130
error,log,,,"CPU architecture type not set. ",1350047455130
error,log,,,"CPU master group not set.",1350047455130
error,log,,,"SOPC design not set.",1350047455182
error,log,,,"CPU module not set.",1350047455182
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047455182
error,log,,,"CPU architecture type not set. ",1350047455183
error,log,,,"CPU master group not set.",1350047455183
error,log,,,"SOPC design not set.",1350047455188
error,log,,,"CPU module not set.",1350047455188
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047455189
error,log,,,"CPU architecture type not set. ",1350047455189
error,log,,,"CPU master group not set.",1350047455189
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047455189
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047455190
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047455207
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047455207
error,log,,,"SOPC design not set.",1350047455219
error,log,,,"CPU module not set.",1350047455220
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047455220
error,log,,,"CPU architecture type not set. ",1350047455220
error,log,,,"CPU master group not set.",1350047455220
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047455220
