what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350016112060
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350019337200
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350019337247
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350019340192
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350019344023
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350019357673
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350019358706
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1350019359422
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1350019361382
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350019361404
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350019365089
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350019367553
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020336866
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020337426
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020339100
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350020339175
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350020341700
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1350020344164
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020344274
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020346723
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1350020346733
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1350020346733
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350020351869
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350020351932
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1350020356502
