what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU master group not set.",1350047417778
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047417778
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047417778
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047417779
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047417779
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047417805
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047417806
error,log,,,"SOPC design not set.",1350047417806
error,log,,,"CPU module not set.",1350047417806
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047417806
error,log,,,"CPU architecture type not set. ",1350047417807
error,log,,,"CPU master group not set.",1350047417807
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047417807
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047417809
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047417810
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047417810
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047417837
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047417837
error,log,,,"SOPC design not set.",1350047417837
error,log,,,"CPU module not set.",1350047417838
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047417838
error,log,,,"CPU architecture type not set. ",1350047417838
error,log,,,"CPU master group not set.",1350047417838
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047417839
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047417839
