what,kind,bundleId,bundleVersion,description,time
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003034975
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003035075
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003035175
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003035175
started,bundle,org.eclipse.cdt.launch,6.0.0.200909110608,"org.eclipse.cdt.launch",1350003035370
error,log,,,"sun.awt.X11.XlibWrapper",1350003036438
error,log,,,"SOPC design not set.",1350003038183
error,log,,,"CPU module not set.",1350003038183
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350003038183
error,log,,,"CPU architecture type not set. ",1350003038184
error,log,,,"CPU master group not set.",1350003038184
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003038184
started,bundle,com.altera.debug.cdi.gdb.plugin,10.0.0.218,"com.altera.debug.cdi.gdb.plugin",1350003041540
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003041605
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003041605
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003041649
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003041649
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350003041675
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350003041708
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350003068086
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350003068134
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1350003068154
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350003072670
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350003074659
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003076376
