what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU architecture type not set. ",1350047607740
error,log,,,"CPU master group not set.",1350047607740
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350047607740
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350047607740
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350047607742
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350047607742
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350047607769
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350047607769
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350047607771
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350047607771
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350047607798
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350047607798
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350047607799
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350047607799
error,log,,,"SOPC design not set.",1350047611025
error,log,,,"CPU module not set.",1350047611025
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047611025
error,log,,,"CPU architecture type not set. ",1350047611025
error,log,,,"CPU master group not set.",1350047611025
error,log,,,"SOPC design not set.",1350047611054
error,log,,,"CPU module not set.",1350047611054
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047611054
error,log,,,"CPU architecture type not set. ",1350047611055
error,log,,,"CPU master group not set.",1350047611055
error,log,,,"SOPC design not set.",1350047611067
