what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350020423437
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350020423656
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020431557
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020510241
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020510284
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020511298
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1350020513570
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020513882
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020516347
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1350020517329
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350020517548
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020532883
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020618501
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350020621777
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1350020623103
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020623478
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020624672
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020624734
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020629376
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020629735
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020630669
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020630731
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020632241
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1350020633852
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350020634150
