what,kind,bundleId,bundleVersion,description,time
error,log,,,"SOPC design not set.",1350047455443
error,log,,,"CPU module not set.",1350047455443
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047455443
error,log,,,"CPU architecture type not set. ",1350047455444
error,log,,,"CPU master group not set.",1350047455444
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047455444
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047455444
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047455445
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047455445
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047455470
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047455470
error,log,,,"SOPC design not set.",1350047455471
error,log,,,"CPU module not set.",1350047455471
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047455471
error,log,,,"CPU architecture type not set. ",1350047455471
error,log,,,"CPU master group not set.",1350047455471
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047455472
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047455472
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047455474
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047455474
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047455499
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047455499
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047455502
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047455502
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047455527
