what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049399185
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049400833
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049401232
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049401780
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049401875
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049403411
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1350049405124
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049405420
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049417894
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049419011
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049425556
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1350049448916
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350049449397
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350049455389
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049458344
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049482463
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1350049485757
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049486046
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350049487172
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350049487183
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049487449
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049487530
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049489036
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049489351
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350049489904
