what,kind,bundleId,bundleVersion,description,time
java.vm.specification.version,sysinfo,,,"1.0",1350002792478
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1350002792478
java.vm.version,sysinfo,,,"14.0-b16",1350002792478
started,bundle,com.altera.sbtgui.launch,10.0.0.218,"com.altera.sbtgui.launch",1350002793633
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350002877958
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350002884663
activated,view,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.internal.introview",1350002952281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350002952292
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350002952294
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350002969111
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350003023944
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1350003023952
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350003025257
started,bundle,com.altera.sbtgui.core,10.0.0.218,"com.altera.sbtgui.core",1350003025437
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1350003025455
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1350003025540
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1350003027141
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1350003027256
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1350003027265
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350003028491
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1350003028552
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350003030939
error,log,,,"SOPC design not set.",1350003032990
error,log,,,"CPU module not set.",1350003032990
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350003032991
