what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_14",1350047520324
java.vm.info,sysinfo,,,"mixed mode",1350047520324
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1350047520324
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1350047520324
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1350047520324
java.vm.specification.version,sysinfo,,,"1.0",1350047520324
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1350047520324
java.vm.version,sysinfo,,,"14.0-b16",1350047520324
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350047522065
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1350047525557
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1350047526784
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350047527090
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1350047527162
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1350047527164
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350047532197
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350047569799
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1350047569816
started,bundle,com.altera.sbtgui.core,10.0.0.218,"com.altera.sbtgui.core",1350047571228
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1350047571284
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350047579074
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1350047581468
error,log,,,"SOPC design not set.",1350047583209
error,log,,,"CPU module not set.",1350047583209
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047583209
error,log,,,"CPU architecture type not set. ",1350047583210
