what,kind,bundleId,bundleVersion,description,time
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003033170
error,log,,,"SOPC design not set.",1350003033171
error,log,,,"CPU module not set.",1350003033172
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350003033172
error,log,,,"CPU architecture type not set. ",1350003033172
error,log,,,"CPU master group not set.",1350003033173
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003033173
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003033174
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003033274
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003033374
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003033474
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003033574
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003033674
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003033774
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003033874
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003033974
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003034074
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003034174
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003034274
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003034374
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003034475
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003034575
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003034675
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003034775
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1350003034875
