what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU master group not set.",1350047432625
error,log,,,"SOPC design not set.",1350047432671
error,log,,,"CPU module not set.",1350047432671
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047432672
error,log,,,"CPU architecture type not set. ",1350047432672
error,log,,,"CPU master group not set.",1350047432672
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047432672
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047432673
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047432676
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047432676
error,log,,,"SOPC design not set.",1350047432688
error,log,,,"CPU module not set.",1350047432688
error,log,,,"The SOPC design does not contain a CPU of a support architecture.",1350047432689
error,log,,,"CPU architecture type not set. ",1350047432689
error,log,,,"CPU master group not set.",1350047432690
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047432690
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047432690
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047432692
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047432692
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047432716
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047432716
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047432718
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047432718
error,log,,,"System ID mismatch - connected: ""0x5c00298c"", expected: ""0x4f7d0c2e"". ",1350047432744
error,log,,,"System timestamp mismatch - connected: ""1349258764"", expected: ""1350018524"".",1350047432744
